relics_tier,relics_relicName,relics_state,relics_rewards_0_id,relics_rewards_0_itemName,relics_rewards_0_rarity,relics_rewards_0_chance,relics_rewards_1_id,relics_rewards_1_itemName,relics_rewards_1_rarity,relics_rewards_1_chance,relics_rewards_2_id,relics_rewards_2_itemName,relics_rewards_2_rarity,relics_rewards_2_chance,relics_rewards_3_id,relics_rewards_3_itemName,relics_rewards_3_rarity,relics_rewards_3_chance,relics_rewards_4_id,relics_rewards_4_itemName,relics_rewards_4_rarity,relics_rewards_4_chance,relics_rewards_5_id,relics_rewards_5_itemName,relics_rewards_5_rarity,relics_rewards_5_chance,relics_id
Axi,K10,Intact,6e22a7037db2ff368723cb48f424d2be,Knell Prime Barrel,Rare,2,2f6b636a17276cb64d25a298d91e4c8c,Braton Prime Receiver,Uncommon,11,4a6b3d06b71a191c212538c0a2c151ac,Strun Prime Stock,Uncommon,11,bd05fcdee28ac3163628278ad22be251,Tenora Prime Blueprint,Uncommon,25.33,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,25.33,48e56d14baa21d7e6f9c3c7f89ecebf6,Magnus Prime Blueprint,Uncommon,25.33,3a5da2641fe924a6bdee830fe0e25f01
Axi,K10,Exceptional,6e22a7037db2ff368723cb48f424d2be,Knell Prime Barrel,Rare,4,2f6b636a17276cb64d25a298d91e4c8c,Braton Prime Receiver,Uncommon,13,4a6b3d06b71a191c212538c0a2c151ac,Strun Prime Stock,Uncommon,13,bd05fcdee28ac3163628278ad22be251,Tenora Prime Blueprint,Uncommon,23.33,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,23.33,48e56d14baa21d7e6f9c3c7f89ecebf6,Magnus Prime Blueprint,Uncommon,23.33,206543577934c6f824ef859fba2effc5
Axi,K10,Flawless,6e22a7037db2ff368723cb48f424d2be,Knell Prime Barrel,Rare,6,2f6b636a17276cb64d25a298d91e4c8c,Braton Prime Receiver,Uncommon,17,4a6b3d06b71a191c212538c0a2c151ac,Strun Prime Stock,Uncommon,17,bd05fcdee28ac3163628278ad22be251,Tenora Prime Blueprint,Uncommon,20,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,20,48e56d14baa21d7e6f9c3c7f89ecebf6,Magnus Prime Blueprint,Uncommon,20,74995bf7f7e4fc2a69b06c4d1d607a4b
Axi,K10,Radiant,6e22a7037db2ff368723cb48f424d2be,Knell Prime Barrel,Uncommon,10,2f6b636a17276cb64d25a298d91e4c8c,Braton Prime Receiver,Uncommon,20,4a6b3d06b71a191c212538c0a2c151ac,Strun Prime Stock,Uncommon,20,bd05fcdee28ac3163628278ad22be251,Tenora Prime Blueprint,Uncommon,16.67,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,16.67,48e56d14baa21d7e6f9c3c7f89ecebf6,Magnus Prime Blueprint,Uncommon,16.67,0f55add70cfd69b7e567b53623861b4b
Axi,K11,Intact,6e22a7037db2ff368723cb48f424d2be,Knell Prime Barrel,Rare,2,7a1b7233bdda654dbfece754b30d3dbc,Cobra & Crane Prime Blueprint,Uncommon,11,261c1b9c20b7dd494bedaa99c8837793,Scourge Prime Handle,Uncommon,11,3f4950670b069625ddf79ce92de425a5,Fang Prime Blueprint,Uncommon,25.33,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,25.33,e61312444582286971e7fa69d81c474f,Burston Prime Blueprint,Uncommon,25.33,6513751308b52ffe436c4c65f6600771
Axi,K11,Exceptional,6e22a7037db2ff368723cb48f424d2be,Knell Prime Barrel,Rare,4,7a1b7233bdda654dbfece754b30d3dbc,Cobra & Crane Prime Blueprint,Uncommon,13,261c1b9c20b7dd494bedaa99c8837793,Scourge Prime Handle,Uncommon,13,3f4950670b069625ddf79ce92de425a5,Fang Prime Blueprint,Uncommon,23.33,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,23.33,e61312444582286971e7fa69d81c474f,Burston Prime Blueprint,Uncommon,23.33,aa0c02dad2e61b96a0e746c7461b8cd6
Axi,K11,Flawless,6e22a7037db2ff368723cb48f424d2be,Knell Prime Barrel,Rare,6,7a1b7233bdda654dbfece754b30d3dbc,Cobra & Crane Prime Blueprint,Uncommon,17,261c1b9c20b7dd494bedaa99c8837793,Scourge Prime Handle,Uncommon,17,3f4950670b069625ddf79ce92de425a5,Fang Prime Blueprint,Uncommon,20,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,20,e61312444582286971e7fa69d81c474f,Burston Prime Blueprint,Uncommon,20,d861f8f4d2d80b2f37f357496400e85c
Axi,K11,Radiant,6e22a7037db2ff368723cb48f424d2be,Knell Prime Barrel,Uncommon,10,7a1b7233bdda654dbfece754b30d3dbc,Cobra & Crane Prime Blueprint,Uncommon,20,261c1b9c20b7dd494bedaa99c8837793,Scourge Prime Handle,Uncommon,20,3f4950670b069625ddf79ce92de425a5,Fang Prime Blueprint,Uncommon,16.67,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,16.67,e61312444582286971e7fa69d81c474f,Burston Prime Blueprint,Uncommon,16.67,95b1a8936b9f577ad82e5a0ed773aede
Axi,K12,Intact,fd7d42539d58167639e8feedf42d4fbd,Karyst Prime Blade,Rare,2,2005b3ec05ab2a76abb18fa7b2099dc6,Inaros Prime Blueprint,Uncommon,11,ac72f7cb51164216745bd605673d2b16,Vectis Prime Stock,Uncommon,11,1f769bcec51e548347cbf71d9f885479,Ash Prime Chassis Blueprint,Uncommon,25.33,2fdccc029e8588f7dae09825c51d74c3,Carrier Prime Systems,Uncommon,25.33,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,25.33,046a37b5c6997fbb3957ad4f67c58aef
Axi,K12,Exceptional,fd7d42539d58167639e8feedf42d4fbd,Karyst Prime Blade,Rare,4,2005b3ec05ab2a76abb18fa7b2099dc6,Inaros Prime Blueprint,Uncommon,13,ac72f7cb51164216745bd605673d2b16,Vectis Prime Stock,Uncommon,13,1f769bcec51e548347cbf71d9f885479,Ash Prime Chassis Blueprint,Uncommon,23.33,2fdccc029e8588f7dae09825c51d74c3,Carrier Prime Systems,Uncommon,23.33,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,23.33,e28fd738dce741458012d0b46fe16aa1
Axi,K12,Flawless,fd7d42539d58167639e8feedf42d4fbd,Karyst Prime Blade,Rare,6,2005b3ec05ab2a76abb18fa7b2099dc6,Inaros Prime Blueprint,Uncommon,17,ac72f7cb51164216745bd605673d2b16,Vectis Prime Stock,Uncommon,17,1f769bcec51e548347cbf71d9f885479,Ash Prime Chassis Blueprint,Uncommon,20,2fdccc029e8588f7dae09825c51d74c3,Carrier Prime Systems,Uncommon,20,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,20,0b01e4e81a857589ab4bb62327d427ea
Axi,K12,Radiant,fd7d42539d58167639e8feedf42d4fbd,Karyst Prime Blade,Uncommon,10,2005b3ec05ab2a76abb18fa7b2099dc6,Inaros Prime Blueprint,Uncommon,20,ac72f7cb51164216745bd605673d2b16,Vectis Prime Stock,Uncommon,20,1f769bcec51e548347cbf71d9f885479,Ash Prime Chassis Blueprint,Uncommon,16.67,2fdccc029e8588f7dae09825c51d74c3,Carrier Prime Systems,Uncommon,16.67,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,16.67,04bb38043859d43f66c7db9b28052fa4
Axi,K2,Intact,965815752ea5c9a95dd71e06399fa360,Kronen Prime Blade,Rare,2,d0f268e93caacec53888dce1577c82df,Cernos Prime String,Uncommon,11,c8f945e7da7a2d1cd34e82a88354ad4a,Galatine Prime Handle,Uncommon,11,c16dafff7a71a6898079dc3d54921068,Orthos Prime Handle,Uncommon,25.33,736784c783678f0c5058f159cf8b8705,Sybaris Prime Blueprint,Uncommon,25.33,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,25.33,eadfc93fe690dcc47b2959ad65d662ec
Axi,K2,Exceptional,965815752ea5c9a95dd71e06399fa360,Kronen Prime Blade,Rare,4,d0f268e93caacec53888dce1577c82df,Cernos Prime String,Uncommon,13,c8f945e7da7a2d1cd34e82a88354ad4a,Galatine Prime Handle,Uncommon,13,c16dafff7a71a6898079dc3d54921068,Orthos Prime Handle,Uncommon,23.33,736784c783678f0c5058f159cf8b8705,Sybaris Prime Blueprint,Uncommon,23.33,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,23.33,1a7cf123f3bad220b28e0075532f86df
Axi,K2,Flawless,965815752ea5c9a95dd71e06399fa360,Kronen Prime Blade,Rare,6,d0f268e93caacec53888dce1577c82df,Cernos Prime String,Uncommon,17,c8f945e7da7a2d1cd34e82a88354ad4a,Galatine Prime Handle,Uncommon,17,c16dafff7a71a6898079dc3d54921068,Orthos Prime Handle,Uncommon,20,736784c783678f0c5058f159cf8b8705,Sybaris Prime Blueprint,Uncommon,20,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,20,92f6428f24c3d937d4dac6bd9649de3f
Axi,K2,Radiant,965815752ea5c9a95dd71e06399fa360,Kronen Prime Blade,Uncommon,10,d0f268e93caacec53888dce1577c82df,Cernos Prime String,Uncommon,20,c8f945e7da7a2d1cd34e82a88354ad4a,Galatine Prime Handle,Uncommon,20,c16dafff7a71a6898079dc3d54921068,Orthos Prime Handle,Uncommon,16.67,736784c783678f0c5058f159cf8b8705,Sybaris Prime Blueprint,Uncommon,16.67,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,16.67,d54f6c4e92ee7958c72fc56b58d45171
Axi,K3,Intact,965815752ea5c9a95dd71e06399fa360,Kronen Prime Blade,Rare,2,390ab818f705b00763c380994ef54ddb,Pyrana Prime Receiver,Uncommon,11,79dd5294e67851c8fb0daf6b57fa4be5,Banshee Prime Blueprint,Uncommon,11,fa5971ba347995f7ffb5ad78a07107ca,Paris Prime Blueprint,Uncommon,25.33,ef29487d6ba1f08afa5ca8bacaac8761,Tiberon Prime Receiver,Uncommon,25.33,9f4cff0612ac47cdea7a21943b6acbe9,Cernos Prime Grip,Uncommon,25.33,fde73a69fb678b2fc19e7452e1308f36
Axi,K3,Exceptional,965815752ea5c9a95dd71e06399fa360,Kronen Prime Blade,Rare,4,390ab818f705b00763c380994ef54ddb,Pyrana Prime Receiver,Uncommon,13,79dd5294e67851c8fb0daf6b57fa4be5,Banshee Prime Blueprint,Uncommon,13,fa5971ba347995f7ffb5ad78a07107ca,Paris Prime Blueprint,Uncommon,23.33,ef29487d6ba1f08afa5ca8bacaac8761,Tiberon Prime Receiver,Uncommon,23.33,9f4cff0612ac47cdea7a21943b6acbe9,Cernos Prime Grip,Uncommon,23.33,8ffa59846769f467b8f872f30d676e3a
Axi,K3,Flawless,965815752ea5c9a95dd71e06399fa360,Kronen Prime Blade,Rare,6,390ab818f705b00763c380994ef54ddb,Pyrana Prime Receiver,Uncommon,17,79dd5294e67851c8fb0daf6b57fa4be5,Banshee Prime Blueprint,Uncommon,17,fa5971ba347995f7ffb5ad78a07107ca,Paris Prime Blueprint,Uncommon,20,ef29487d6ba1f08afa5ca8bacaac8761,Tiberon Prime Receiver,Uncommon,20,9f4cff0612ac47cdea7a21943b6acbe9,Cernos Prime Grip,Uncommon,20,3265a0fd81a36cb32639b8b57a1de1e6
Axi,K3,Radiant,965815752ea5c9a95dd71e06399fa360,Kronen Prime Blade,Uncommon,10,390ab818f705b00763c380994ef54ddb,Pyrana Prime Receiver,Uncommon,20,79dd5294e67851c8fb0daf6b57fa4be5,Banshee Prime Blueprint,Uncommon,20,fa5971ba347995f7ffb5ad78a07107ca,Paris Prime Blueprint,Uncommon,16.67,ef29487d6ba1f08afa5ca8bacaac8761,Tiberon Prime Receiver,Uncommon,16.67,9f4cff0612ac47cdea7a21943b6acbe9,Cernos Prime Grip,Uncommon,16.67,59ac6f48080e95be313db8fa4049801c
Axi,K4,Intact,965815752ea5c9a95dd71e06399fa360,Kronen Prime Blade,Rare,2,cdbd616196cec4dd5b8ab083e9d2ad65,Kogake Prime Blueprint,Uncommon,11,5829a8b42872ab7f674f7691f0eec30a,Destreza Prime Blueprint,Uncommon,11,fa5971ba347995f7ffb5ad78a07107ca,Paris Prime Blueprint,Uncommon,25.33,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,25.33,89ce412f49ed109ffe523bf084d81074,Sybaris Prime Stock,Uncommon,25.33,a51fb2c3da0cea55bd576761e89afb17
Axi,K4,Exceptional,965815752ea5c9a95dd71e06399fa360,Kronen Prime Blade,Rare,4,cdbd616196cec4dd5b8ab083e9d2ad65,Kogake Prime Blueprint,Uncommon,13,5829a8b42872ab7f674f7691f0eec30a,Destreza Prime Blueprint,Uncommon,13,fa5971ba347995f7ffb5ad78a07107ca,Paris Prime Blueprint,Uncommon,23.33,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,23.33,89ce412f49ed109ffe523bf084d81074,Sybaris Prime Stock,Uncommon,23.33,57da56a4e133c9828ed9e72dc8692389
Axi,K4,Flawless,965815752ea5c9a95dd71e06399fa360,Kronen Prime Blade,Rare,6,cdbd616196cec4dd5b8ab083e9d2ad65,Kogake Prime Blueprint,Uncommon,17,5829a8b42872ab7f674f7691f0eec30a,Destreza Prime Blueprint,Uncommon,17,fa5971ba347995f7ffb5ad78a07107ca,Paris Prime Blueprint,Uncommon,20,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,20,89ce412f49ed109ffe523bf084d81074,Sybaris Prime Stock,Uncommon,20,de5b81cd359150ebc3d85480cfda92df
Axi,K4,Radiant,965815752ea5c9a95dd71e06399fa360,Kronen Prime Blade,Uncommon,10,cdbd616196cec4dd5b8ab083e9d2ad65,Kogake Prime Blueprint,Uncommon,20,5829a8b42872ab7f674f7691f0eec30a,Destreza Prime Blueprint,Uncommon,20,fa5971ba347995f7ffb5ad78a07107ca,Paris Prime Blueprint,Uncommon,16.67,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,16.67,89ce412f49ed109ffe523bf084d81074,Sybaris Prime Stock,Uncommon,16.67,0c3f97f1c5ba345a07bf2da8b02824d1
Axi,K5,Intact,965815752ea5c9a95dd71e06399fa360,Kronen Prime Blade,Rare,2,e1fcdb331d74cafc5d155562faebf0d4,Hydroid Prime Blueprint,Uncommon,11,413b9ba7450815bf05cddb9a30e0f69f,Equinox Prime Blueprint,Uncommon,11,e9949b0906406f1dd760fb90e4b720fd,Ballistica Prime Lower Limb,Uncommon,25.33,74a6140f2c1bb7ec7ca14c64e5e3eef5,Braton Prime Blueprint,Uncommon,25.33,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,25.33,6497af4feaaf0d89f10fe3aa985157d9
Axi,K5,Exceptional,965815752ea5c9a95dd71e06399fa360,Kronen Prime Blade,Rare,4,e1fcdb331d74cafc5d155562faebf0d4,Hydroid Prime Blueprint,Uncommon,13,413b9ba7450815bf05cddb9a30e0f69f,Equinox Prime Blueprint,Uncommon,13,e9949b0906406f1dd760fb90e4b720fd,Ballistica Prime Lower Limb,Uncommon,23.33,74a6140f2c1bb7ec7ca14c64e5e3eef5,Braton Prime Blueprint,Uncommon,23.33,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,23.33,f62d9e6de2db5e65fd9c9763a17ecbdf
Axi,K5,Flawless,965815752ea5c9a95dd71e06399fa360,Kronen Prime Blade,Rare,6,e1fcdb331d74cafc5d155562faebf0d4,Hydroid Prime Blueprint,Uncommon,17,413b9ba7450815bf05cddb9a30e0f69f,Equinox Prime Blueprint,Uncommon,17,e9949b0906406f1dd760fb90e4b720fd,Ballistica Prime Lower Limb,Uncommon,20,74a6140f2c1bb7ec7ca14c64e5e3eef5,Braton Prime Blueprint,Uncommon,20,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,20,895e9c718f2585f1718a0e4fccde0045
Axi,K5,Radiant,965815752ea5c9a95dd71e06399fa360,Kronen Prime Blade,Uncommon,10,e1fcdb331d74cafc5d155562faebf0d4,Hydroid Prime Blueprint,Uncommon,20,413b9ba7450815bf05cddb9a30e0f69f,Equinox Prime Blueprint,Uncommon,20,e9949b0906406f1dd760fb90e4b720fd,Ballistica Prime Lower Limb,Uncommon,16.67,74a6140f2c1bb7ec7ca14c64e5e3eef5,Braton Prime Blueprint,Uncommon,16.67,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,16.67,77d3e7c361360bf131456c71ecc625a7
Axi,K6,Intact,fd7d42539d58167639e8feedf42d4fbd,Karyst Prime Blade,Rare,2,e474d3f93beda1e4f321146cf820543f,Harrow Prime Blueprint,Uncommon,11,bf10355893e8183361af5c8a642afe32,Inaros Prime Chassis Blueprint,Uncommon,11,74a6140f2c1bb7ec7ca14c64e5e3eef5,Braton Prime Blueprint,Uncommon,25.33,170637b35be58cc19aa824d482217614,Octavia Prime Neuroptics Blueprint,Uncommon,25.33,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,25.33,99e16f3bc0c5db0361617725f79fb6f1
Axi,K6,Exceptional,fd7d42539d58167639e8feedf42d4fbd,Karyst Prime Blade,Rare,4,e474d3f93beda1e4f321146cf820543f,Harrow Prime Blueprint,Uncommon,13,bf10355893e8183361af5c8a642afe32,Inaros Prime Chassis Blueprint,Uncommon,13,74a6140f2c1bb7ec7ca14c64e5e3eef5,Braton Prime Blueprint,Uncommon,23.33,170637b35be58cc19aa824d482217614,Octavia Prime Neuroptics Blueprint,Uncommon,23.33,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,23.33,b98d4d9ee4a27a3653a25b1980660c5d
Axi,K6,Flawless,fd7d42539d58167639e8feedf42d4fbd,Karyst Prime Blade,Rare,6,e474d3f93beda1e4f321146cf820543f,Harrow Prime Blueprint,Uncommon,17,bf10355893e8183361af5c8a642afe32,Inaros Prime Chassis Blueprint,Uncommon,17,74a6140f2c1bb7ec7ca14c64e5e3eef5,Braton Prime Blueprint,Uncommon,20,170637b35be58cc19aa824d482217614,Octavia Prime Neuroptics Blueprint,Uncommon,20,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,20,8453f72ef24b18be784b0d62af4b42b7
Axi,K6,Radiant,fd7d42539d58167639e8feedf42d4fbd,Karyst Prime Blade,Uncommon,10,e474d3f93beda1e4f321146cf820543f,Harrow Prime Blueprint,Uncommon,20,bf10355893e8183361af5c8a642afe32,Inaros Prime Chassis Blueprint,Uncommon,20,74a6140f2c1bb7ec7ca14c64e5e3eef5,Braton Prime Blueprint,Uncommon,16.67,170637b35be58cc19aa824d482217614,Octavia Prime Neuroptics Blueprint,Uncommon,16.67,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,16.67,b2705b32487828164c63024da1766c34
Axi,K7,Intact,6e22a7037db2ff368723cb48f424d2be,Knell Prime Barrel,Rare,2,ba8c6c92de7bf10cc38707c782737d05,Corvas Prime Blueprint,Uncommon,11,2b9ec6e997d80a245d85be12be5f54ee,Gara Prime Chassis Blueprint,Uncommon,11,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,25.33,fa5971ba347995f7ffb5ad78a07107ca,Paris Prime Blueprint,Uncommon,25.33,6052e418f19735c050bd0c3c51301a8b,Karyst Prime Blueprint,Uncommon,25.33,7d797225fcd6f4df1a0e4efe2be470a7
Axi,K7,Exceptional,6e22a7037db2ff368723cb48f424d2be,Knell Prime Barrel,Rare,4,ba8c6c92de7bf10cc38707c782737d05,Corvas Prime Blueprint,Uncommon,13,2b9ec6e997d80a245d85be12be5f54ee,Gara Prime Chassis Blueprint,Uncommon,13,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,23.33,fa5971ba347995f7ffb5ad78a07107ca,Paris Prime Blueprint,Uncommon,23.33,6052e418f19735c050bd0c3c51301a8b,Karyst Prime Blueprint,Uncommon,23.33,5ffa730ac92b07e5d7afd4dece297103
Axi,K7,Flawless,6e22a7037db2ff368723cb48f424d2be,Knell Prime Barrel,Rare,6,ba8c6c92de7bf10cc38707c782737d05,Corvas Prime Blueprint,Uncommon,17,2b9ec6e997d80a245d85be12be5f54ee,Gara Prime Chassis Blueprint,Uncommon,17,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,20,fa5971ba347995f7ffb5ad78a07107ca,Paris Prime Blueprint,Uncommon,20,6052e418f19735c050bd0c3c51301a8b,Karyst Prime Blueprint,Uncommon,20,0c36901e20532692a233f55a9b84ddb5
Axi,K7,Radiant,6e22a7037db2ff368723cb48f424d2be,Knell Prime Barrel,Uncommon,10,ba8c6c92de7bf10cc38707c782737d05,Corvas Prime Blueprint,Uncommon,20,2b9ec6e997d80a245d85be12be5f54ee,Gara Prime Chassis Blueprint,Uncommon,20,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,16.67,fa5971ba347995f7ffb5ad78a07107ca,Paris Prime Blueprint,Uncommon,16.67,6052e418f19735c050bd0c3c51301a8b,Karyst Prime Blueprint,Uncommon,16.67,8abaf582897814a0146d61bf7d869465
Axi,K8,Intact,afc444919d436b6a863e2236cb27d7eb,Khora Prime Neuroptics Blueprint,Rare,2,6df04cc456c68941793d2c817987114c,Akbronco Prime Link,Uncommon,11,5dac6b80a3e344502e381722d7f3960a,Octavia Prime Chassis Blueprint,Uncommon,11,e61312444582286971e7fa69d81c474f,Burston Prime Blueprint,Uncommon,25.33,2e36af750667c657dd420905a10b560b,Corvas Prime Receiver,Uncommon,25.33,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,25.33,9d5f255fc3e56d4f7edca6c6bc482ac2
Axi,K8,Exceptional,afc444919d436b6a863e2236cb27d7eb,Khora Prime Neuroptics Blueprint,Rare,4,6df04cc456c68941793d2c817987114c,Akbronco Prime Link,Uncommon,13,5dac6b80a3e344502e381722d7f3960a,Octavia Prime Chassis Blueprint,Uncommon,13,e61312444582286971e7fa69d81c474f,Burston Prime Blueprint,Uncommon,23.33,2e36af750667c657dd420905a10b560b,Corvas Prime Receiver,Uncommon,23.33,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,23.33,9606c4eb359a2a22804790c5e09b2a1f
Axi,K8,Flawless,afc444919d436b6a863e2236cb27d7eb,Khora Prime Neuroptics Blueprint,Rare,6,6df04cc456c68941793d2c817987114c,Akbronco Prime Link,Uncommon,17,5dac6b80a3e344502e381722d7f3960a,Octavia Prime Chassis Blueprint,Uncommon,17,e61312444582286971e7fa69d81c474f,Burston Prime Blueprint,Uncommon,20,2e36af750667c657dd420905a10b560b,Corvas Prime Receiver,Uncommon,20,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,20,0deed23dabc386e2f7845feed2a843fa
Axi,K8,Radiant,afc444919d436b6a863e2236cb27d7eb,Khora Prime Neuroptics Blueprint,Uncommon,10,6df04cc456c68941793d2c817987114c,Akbronco Prime Link,Uncommon,20,5dac6b80a3e344502e381722d7f3960a,Octavia Prime Chassis Blueprint,Uncommon,20,e61312444582286971e7fa69d81c474f,Burston Prime Blueprint,Uncommon,16.67,2e36af750667c657dd420905a10b560b,Corvas Prime Receiver,Uncommon,16.67,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,16.67,228d17a6d4601a99f8c6c138c1331b96
Axi,K9,Intact,6e22a7037db2ff368723cb48f424d2be,Knell Prime Barrel,Rare,2,84222f9731ebdea3bd0a12e41b58e1a8,Hystrix Prime Blueprint,Uncommon,11,693cd262df3b70758418ef56a3d6fbf3,Volnus Prime Head,Uncommon,11,c16dafff7a71a6898079dc3d54921068,Orthos Prime Handle,Uncommon,25.33,760a51d74e28ade95c24076c7a50632a,Nagantaka Prime Barrel,Uncommon,25.33,fa5971ba347995f7ffb5ad78a07107ca,Paris Prime Blueprint,Uncommon,25.33,3eca7eac8245ba54cff622cafbe77204
Axi,K9,Exceptional,6e22a7037db2ff368723cb48f424d2be,Knell Prime Barrel,Rare,4,84222f9731ebdea3bd0a12e41b58e1a8,Hystrix Prime Blueprint,Uncommon,13,693cd262df3b70758418ef56a3d6fbf3,Volnus Prime Head,Uncommon,13,c16dafff7a71a6898079dc3d54921068,Orthos Prime Handle,Uncommon,23.33,760a51d74e28ade95c24076c7a50632a,Nagantaka Prime Barrel,Uncommon,23.33,fa5971ba347995f7ffb5ad78a07107ca,Paris Prime Blueprint,Uncommon,23.33,f4a4cf64164134370872dbc9eb965bdf
Axi,K9,Flawless,6e22a7037db2ff368723cb48f424d2be,Knell Prime Barrel,Rare,6,84222f9731ebdea3bd0a12e41b58e1a8,Hystrix Prime Blueprint,Uncommon,17,693cd262df3b70758418ef56a3d6fbf3,Volnus Prime Head,Uncommon,17,c16dafff7a71a6898079dc3d54921068,Orthos Prime Handle,Uncommon,20,760a51d74e28ade95c24076c7a50632a,Nagantaka Prime Barrel,Uncommon,20,fa5971ba347995f7ffb5ad78a07107ca,Paris Prime Blueprint,Uncommon,20,e69ecad3de25beff373498fbf4a48ca2
Axi,K9,Radiant,6e22a7037db2ff368723cb48f424d2be,Knell Prime Barrel,Uncommon,10,84222f9731ebdea3bd0a12e41b58e1a8,Hystrix Prime Blueprint,Uncommon,20,693cd262df3b70758418ef56a3d6fbf3,Volnus Prime Head,Uncommon,20,c16dafff7a71a6898079dc3d54921068,Orthos Prime Handle,Uncommon,16.67,760a51d74e28ade95c24076c7a50632a,Nagantaka Prime Barrel,Uncommon,16.67,fa5971ba347995f7ffb5ad78a07107ca,Paris Prime Blueprint,Uncommon,16.67,3b0d1f60a89c17735f6c0b9460d8d56a
Axi,L1,Intact,b5bf497cb8f5e02ef6e819630dc7a204,Loki Prime Systems Blueprint,Rare,2,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,11,b54150bad5a38a9d04037bd8eac72efb,Glaive Prime Blade,Uncommon,11,29a824cc133e632a199d60c8abf4bbe1,Reaper Prime Blueprint,Uncommon,25.33,7edbb2b202691aacf9821c1fef78d8b2,Wyrm Prime Carapace,Uncommon,25.33,e37694cff2a040d4826b8139f65aef32,Latron Prime Blueprint,Uncommon,25.33,7e405a8738fc9b2ab489c7826e8ccaab
Axi,L1,Exceptional,b5bf497cb8f5e02ef6e819630dc7a204,Loki Prime Systems Blueprint,Rare,4,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,13,b54150bad5a38a9d04037bd8eac72efb,Glaive Prime Blade,Uncommon,13,29a824cc133e632a199d60c8abf4bbe1,Reaper Prime Blueprint,Uncommon,23.33,7edbb2b202691aacf9821c1fef78d8b2,Wyrm Prime Carapace,Uncommon,23.33,e37694cff2a040d4826b8139f65aef32,Latron Prime Blueprint,Uncommon,23.33,eec382b682db8214f6fbbf5a9b5be7c9
Axi,L1,Flawless,b5bf497cb8f5e02ef6e819630dc7a204,Loki Prime Systems Blueprint,Rare,6,f1d3923651587359f9444f183330e4c2,Forma Blueprint,Uncommon,17,b54150bad5a38a9d04037bd8eac72efb,Glaive Prime Blade,Uncommon,17,29a824cc133e632a199d60c8abf4bbe1,Reaper Prime Blueprint,Uncommon,20,7edbb2b202691aacf9821c1fef78d8b2,Wyrm Prime Carapace,Uncommon,20,e37694cff2a040d4826b8139f65aef32,Latron Prime Blueprint,Uncommon,20,48778e2fd309fe98fe487f25523afb4d
